OBJECTID,STOP_ID,ROUTE_NAME,DIRECTION,RAPID_BLCK,GOOGLEARTH,STOP_PAD,BENCH,TRASH_BIN,SHELTER,TRNST_SIGN,ST_TRE_INF,RT_ROUTE,CALL_BOX,FARE_KIOSK,BIKE_RACK,ADD_ST_SGN,STOP_LOC,STOP_ZONE,TRAFF_SIG,TR_SIG_LOC,CWALK_LOC,CWALK_MARK,CWALK_SIGN,CWALK_MED,CWALK_EXT,PARK_RESTR,BZONE_BLOC,PZONE_BLOC,FZONE_BLOC,TREE_CLEAR,SWALK_HEAT,LIGHTING,SWALK_MAT,SWLK_COND,LATITUDE,LONGITUDE,TRASH_OWN,NOTES,ROUTE_NUMB,BOARD_DAY,GRVS_DEMO,PAD_SHAPE,PAD_COND,PAD_MAT,ADA_REQ,SLOPE,SHELT_TYPE,SIGN_TYPE,SIGN_HEIGH,SIGN_LT_CL,WALK_WIDTH,PAD_WIDTH,PAD_LENGTH,WARD,Creator,Create_Date,Editor,Last_Editor
671,696,KALAMAZOO,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,FIRE HYDRANT,TREE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9012300002851,-85.6270450002106,NONE,,2,0.35714286,2,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
672,701,KALAMAZOO,SOUTH BOUND,NO,YES,YES,NO,NONE,YES,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,TREE,NONE,BRANCHES BELOW 8 FEET,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8979950000862,-85.6268390003304,NONE,,2,3.64285714,5,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
673,706,KALAMAZOO,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,TREE,NONE,TREE,BRANCHES BELOW 8 FEET,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8948779999683,-85.6266400000771,NONE,,2,3.85714286,3,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
674,711,KALAMAZOO,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,POOR CONDITION,42.892444999653,-85.626518000561,NONE,,2,0.07142857,2,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
675,716,KALAMAZOO,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8895490001094,-85.6263729999319,NONE,,2,1.42857143,4,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
676,721,KALAMAZOO,SOUTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,FIRE HYDRANT,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.8867489995878,-85.6262659996868,NONE,,2,2.07142857,5,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
677,731,KALAMAZOO,MULTIPLE,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,UTILITY CABINET/VAULT,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8835750004043,-85.6218409994329,NONE,,"2; 44",4.7,3,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
678,735,KALAMAZOO,MULTIPLE,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8835950000821,-85.6193849998226,NONE,,"2; 44",1.83333333,3,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
679,741,KALAMAZOO,MULTIPLE,YES,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,YES,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8835979997594,-85.6172030003991,NONE,,"2; 44",8.4,3,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
680,746,KALAMAZOO,MULTIPLE,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,NONE,UNMARKED,NO SIGNAL OR BEACON,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,ADJACENT BUSINESS LIGHTING,CONCRETE,GOOD CONDITION,42.8835980002492,-85.611351000572,NONE,,"2; 44",2.6,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
681,821,KALAMAZOO,MULTIPLE,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,S OR E OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8838159995623,-85.6079639995063,NONE,,"2; 44",35.3,2,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
682,826,KALAMAZOO,MULTIPLE,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.883822999689,-85.6135940005752,NONE,,"2; 44",7,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
683,831,KALAMAZOO,MULTIPLE,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8838310003084,-85.6167449997298,NONE,Sign is knocked down. Will need to be fixed,"2; 44",14.4,2,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
684,836,KALAMAZOO,MULTIPLE,NO,YES,YES,YES,AT STOP,YES,YES,YES,NO,NO,NO,NO,YES,AT INTERSECTION - FAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,UTILITY CABINET/VAULT,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8838040002587,-85.6220699994997,THE RAPID,,"2; 44",19.5,3,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,"STANDARD TOLAR SILVER ""EUROS""",BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
685,838,KALAMAZOO,NORTH BOUND,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,YES,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,PEDESTRIAN COUNT DOWN SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8840940000023,-85.6258390003873,NONE,,2,31,3,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
686,846,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.889373999575,-85.6261600004923,NONE,,2,19.71428571,4,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,BELOW 7 FEET,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
687,851,KALAMAZOO,NORTH BOUND,NO,INCORRECT,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,POOR CONDITION,42.8923691022328,-85.6262798407909,NONE,,2,0.07142857,3,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
688,856,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.8948779998133,-85.6264190005961,NONE,,2,25.07142857,4,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
689,861,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,YES,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,YES,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.897999000046,-85.6266019994213,NONE,,2,12,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
690,866,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.901318000284,-85.6268310003366,NONE,,2,6.28571429,3,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
691,871,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,ROOM TO INSTALL,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9056319998913,-85.6271209995095,NONE,,2,9.64285714,3,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,NO,OVER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,LESS THAN 8 FEET,3,Joeverman,1536329743132,Joeverman,1536329743132
692,872,KALAMAZOO,MULTIPLE,NO,NO,YES,YES,NONE,YES,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,FIRE HYDRANT,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,GOOD CONDITION,42.9111069979643,-85.6277972182606,NONE,,2,193.64285714,2,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
693,881,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,YES,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9161910003787,-85.6302640000171,NONE,No sidewalk,2,19.28571429,1,MISSING SIDEWALK CONNECTION,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,LESS THAN 4 FEET,5 FEET OR GREATER,LESS THAN 8 FEET,3,Joeverman,1536329743132,Joeverman,1536329743132
694,886,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,NO,NO,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,N OR W OF MIDBLOCK,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9193989995933,-85.6326289993878,NONE,,2,0,1,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
695,891,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,AT STOP,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9208909999867,-85.6330640001136,THE RAPID,,2,78.5,1,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
696,894,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,TREE,NONE,TREE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9238890002756,-85.633385000601,NONE,,2,1.71428571,3,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
697,906,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9289779996056,-85.6349870005416,NONE,,2,17.71428571,3,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
698,911,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9306599999075,-85.6362299996752,NONE,,2,10.28571429,4,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
699,916,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.932418999681,-85.6374890003022,NONE,,2,11.42857143,4,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
700,921,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9353267936893,-85.6383967792892,NONE,,2,33,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
701,926,KALAMAZOO,NORTH BOUND,NO,YES,YES,YES,AT STOP,YES,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,ADJACENT BUSINESS LIGHTING,CONCRETE,GOOD CONDITION,42.9370769997396,-85.6385350000515,THE RAPID,,2,30.85714286,5,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,"STANDARD TOLAR SILVER ""EUROS""",IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
702,931,KALAMAZOO,NORTH BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,UTILITY LID/MANHOLE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9389650360504,-85.6391743527219,NONE,,2,6.42857143,4,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,UNDER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,3,Joeverman,1536329743132,Joeverman,1536329743132
